protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	ratio	sum	log2_sum	log2_ratio
NP_004844	5	12	4	7	6	9	5.0	7.0	2.321928094887362	3.5849625007211565	2.0	2.807354922057604	2.584962500721156	3.1699250014423126	2.321928094887362	2.807354922057604	1.4	12.0	3.5849625007211565	0.4854268271702417
NP_004850	34	11	11	58	58	75	34.0	58.0	5.08746284125034	3.4594316186372978	3.4594316186372978	5.857980995127572	5.857980995127572	6.22881869049588	5.08746284125034	5.857980995127572	1.7058823529411764	92.0	6.523561956057013	0.7705181538772327
NP_004857	1	8	1	0	0	0	1.0	0.0	0.0	3.0	0.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_004861	2	6	5	9	0	7	2.0	9.0	1.0	2.584962500721156	2.321928094887362	3.1699250014423126	-inf	2.807354922057604	1.0	3.1699250014423126	4.5	11.0	3.4594316186372978	2.1699250014423126
NP_004862	9	15	10	7	7	19	9.0	7.0	3.1699250014423126	3.9068905956085187	3.3219280948873626	2.807354922057604	2.807354922057604	4.247927513443585	3.1699250014423126	2.807354922057604	0.7777777777777778	16.0	4.0	-0.36257007938470825
NP_004869	0	0	0	4	11	3	0.0	4.0	-inf	-inf	-inf	2.0	3.4594316186372978	1.5849625007211563		2.0	1024.0	4.0	2.0	10.0
NP_004870	1	9	1	0	0	0	1.0	0.0	0.0	3.1699250014423126	0.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_004879	15	25	11	48	23	21	15.0	48.0	3.9068905956085187	4.643856189774724	3.4594316186372978	5.584962500721157	4.523561956057013	4.392317422778761	3.9068905956085187	5.584962500721157	3.2	63.0	5.977279923499917	1.6780719051126378
NP_004880	7	10	22	20	22	22	7.0	20.0	2.807354922057604	3.3219280948873626	4.459431618637297	4.321928094887363	4.459431618637297	4.459431618637297	2.807354922057604	4.321928094887363	2.857142857142857	27.0	4.754887502163469	1.5145731728297582
NP_004881	4	4	4	0	0	4	4.0	0.0	2.0	2.0	2.0	-inf	-inf	2.0	2.0		0.0009765625	4.0	2.0	-10.0
NP_004883	105	123	105	116	137	129	105.0	116.0	6.714245517666122	6.94251450533924	6.714245517666122	6.857980995127572	7.098032082960527	7.011227255423254	6.714245517666122	6.857980995127572	1.1047619047619048	221.0	7.787902559391432	0.14373547746144957
NP_004884	30	22	28	31	28	33	30.0	31.0	4.906890595608519	4.459431618637297	4.807354922057604	4.954196310386876	4.807354922057604	5.044394119358453	4.906890595608519	4.954196310386876	1.0333333333333334	61.0	5.930737337562887	0.04730571477835682
NP_004893	5	6	6	4	2	4	5.0	4.0	2.321928094887362	2.584962500721156	2.584962500721156	2.0	1.0	2.0	2.321928094887362	2.0	0.8	9.0	3.1699250014423126	-0.3219280948873623
NP_004896	210	241	174	113	121	155	210.0	113.0	7.714245517666122	7.912889336229962	7.442943495848729	6.820178962415189	6.9188632372745955	7.276124405274238	7.714245517666122	6.820178962415189	0.5380952380952381	323.0	8.335390354693924	-0.8940665552509351
NP_004902	10	14	9	0	2	3	10.0	0.0	3.3219280948873626	3.8073549220576037	3.1699250014423126	-inf	1.0	1.5849625007211563	3.3219280948873626		0.0009765625	10.0	3.3219280948873626	-10.0
NP_004915	47	9	3	7	5	5	47.0	7.0	5.554588851677638	3.1699250014423126	1.5849625007211563	2.807354922057604	2.321928094887362	2.321928094887362	5.554588851677638	2.807354922057604	0.14893617021276595	54.0	5.754887502163469	-2.7472339296200334
NP_004918	39	33	45	45	48	56	39.0	45.0	5.285402218862249	5.044394119358453	5.491853096329675	5.491853096329675	5.584962500721157	5.807354922057605	5.285402218862249	5.491853096329675	1.1538461538461537	84.0	6.39231742277876	0.20645087746742624
NP_004921	17	62	19	4	3	5	17.0	4.0	4.08746284125034	5.954196310386876	4.247927513443585	2.0	1.5849625007211563	2.321928094887362	4.08746284125034	2.0	0.23529411764705882	21.0	4.392317422778761	-2.0874628412503395
NP_004926	11	33	9	0	0	0	11.0	0.0	3.4594316186372978	5.044394119358453	3.1699250014423126	-inf	-inf	-inf	3.4594316186372978		0.0009765625	11.0	3.4594316186372978	-10.0
NP_004930	13	13	11	1	4	5	13.0	1.0	3.700439718141092	3.700439718141092	3.4594316186372978	0.0	2.0	2.321928094887362	3.700439718141092	0.0	0.07692307692307693	14.0	3.8073549220576037	-3.700439718141092
NP_004936	3	0	2	1	2	3	3.0	1.0	1.5849625007211563	-inf	1.0	0.0	1.0	1.5849625007211563	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_004940	18	4	1	14	4	2	18.0	14.0	4.169925001442312	2.0	0.0	3.8073549220576037	2.0	1.0	4.169925001442312	3.8073549220576037	0.7777777777777778	32.0	5.0	-0.36257007938470825
NP_004944	9	3	3	2	2	2	9.0	2.0	3.1699250014423126	1.5849625007211563	1.5849625007211563	1.0	1.0	1.0	3.1699250014423126	1.0	0.2222222222222222	11.0	3.4594316186372978	-2.1699250014423126
NP_004951	1	4	5	4	3	5	1.0	4.0	0.0	2.0	2.321928094887362	2.0	1.5849625007211563	2.321928094887362	0.0	2.0	4.0	5.0	2.321928094887362	2.0
NP_004956	44	45	42	60	67	63	44.0	60.0	5.459431618637297	5.491853096329675	5.392317422778761	5.906890595608519	6.066089190457772	5.977279923499917	5.459431618637297	5.906890595608519	1.3636363636363635	104.0	6.700439718141092	0.44745897697122117
NP_004957	28	23	25	12	17	14	28.0	12.0	4.807354922057604	4.523561956057013	4.643856189774724	3.5849625007211565	4.08746284125034	3.8073549220576037	4.807354922057604	3.5849625007211565	0.42857142857142855	40.0	5.321928094887363	-1.222392421336448
NP_004975	5	4	2	1	2	0	5.0	1.0	2.321928094887362	2.0	1.0	0.0	1.0	-inf	2.321928094887362	0.0	0.2	6.0	2.584962500721156	-2.321928094887362
NP_004976	18	19	17	18	19	17	18.0	18.0	4.169925001442312	4.247927513443585	4.08746284125034	4.169925001442312	4.247927513443585	4.08746284125034	4.169925001442312	4.169925001442312	1.0	36.0	5.169925001442312	0.0
NP_004977	1	2	1	7	8	4	1.0	7.0	0.0	1.0	0.0	2.807354922057604	3.0	2.0	0.0	2.807354922057604	7.0	8.0	3.0	2.807354922057604
NP_004990	0	0	0	6	12	9	0.0	6.0	-inf	-inf	-inf	2.584962500721156	3.5849625007211565	3.1699250014423126		2.584962500721156	1024.0	6.0	2.584962500721156	10.0
NP_004991	21	27	41	42	33	25	21.0	42.0	4.392317422778761	4.754887502163469	5.357552004618084	5.392317422778761	5.044394119358453	4.643856189774724	4.392317422778761	5.392317422778761	2.0	63.0	5.977279923499917	1.0
NP_004992	38	40	36	75	75	70	38.0	75.0	5.247927513443585	5.321928094887363	5.169925001442312	6.22881869049588	6.22881869049588	6.129283016944967	5.247927513443585	6.22881869049588	1.9736842105263157	113.0	6.820178962415189	0.9808911770522952
NP_004994	73	83	95	97	160	157	73.0	97.0	6.189824558880018	6.375039431346925	6.569855608330948	6.599912842187128	7.321928094887362	7.294620748891627	6.189824558880018	6.599912842187128	1.3287671232876712	170.0	7.409390936137703	0.4100882833071105
NP_004995	25	14	20	30	18	21	25.0	30.0	4.643856189774724	3.8073549220576037	4.321928094887363	4.906890595608519	4.169925001442312	4.392317422778761	4.643856189774724	4.906890595608519	1.2	55.0	5.78135971352466	0.2630344058337938
NP_004996	57	61	55	61	51	58	57.0	61.0	5.832890014164742	5.930737337562887	5.78135971352466	5.930737337562887	5.672425341971496	5.857980995127572	5.832890014164742	5.930737337562887	1.0701754385964912	118.0	6.882643049361842	0.09784732339814459
NP_005000	50	24	56	0	0	0	50.0	0.0	5.643856189774724	4.584962500721157	5.807354922057605	-inf	-inf	-inf	5.643856189774724		0.0009765625	50.0	5.643856189774724	-10.0
NP_005007	45	41	42	37	41	43	45.0	37.0	5.491853096329675	5.357552004618084	5.392317422778761	5.20945336562895	5.357552004618084	5.426264754702098	5.491853096329675	5.20945336562895	0.8222222222222222	82.0	6.357552004618085	-0.282399730700725
NP_005013	284	267	251	214	334	334	284.0	214.0	8.149747119504683	8.060695931687555	7.971543553950772	7.7414669864011465	8.383704292474054	8.383704292474054	8.149747119504683	7.7414669864011465	0.7535211267605634	498.0	8.960001932068081	-0.40828013310353517
NP_005031	1	0	0	8	9	6	1.0	8.0	0.0	-inf	-inf	3.0	3.1699250014423126	2.584962500721156	0.0	3.0	8.0	9.0	3.1699250014423126	3.0
NP_005043	2	3	2	0	1	0	2.0	0.0	1.0	1.5849625007211563	1.0	-inf	0.0	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_005049	5	7	7	0	0	0	5.0	0.0	2.321928094887362	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_005054	0	1	0	2	2	6	0.0	2.0	-inf	0.0	-inf	1.0	1.0	2.584962500721156		1.0	1024.0	2.0	1.0	10.0
NP_005057	9	15	16	15	12	14	9.0	15.0	3.1699250014423126	3.9068905956085187	4.0	3.9068905956085187	3.5849625007211565	3.8073549220576037	3.1699250014423126	3.9068905956085187	1.6666666666666667	24.0	4.584962500721157	0.7369655941662062
NP_005070	68	81	70	111	123	172	68.0	111.0	6.08746284125034	6.339850002884625	6.129283016944967	6.794415866350106	6.94251450533924	7.426264754702098	6.08746284125034	6.794415866350106	1.6323529411764706	179.0	7.483815777264256	0.7069530250997665
NP_005073	2	3	2	2	1	0	2.0	2.0	1.0	1.5849625007211563	1.0	1.0	0.0	-inf	1.0	1.0	1.0	4.0	2.0	0.0
NP_005092	0	0	0	215	193	197	0.0	215.0	-inf	-inf	-inf	7.74819284958946	7.592457037268081	7.622051819456376		7.74819284958946	1024.0	215.0	7.74819284958946	10.0
NP_005103	3	1	0	5	8	7	3.0	5.0	1.5849625007211563	0.0	-inf	2.321928094887362	3.0	2.807354922057604	1.5849625007211563	2.321928094887362	1.6666666666666667	8.0	3.0	0.7369655941662062
NP_005116	10	15	6	3	0	5	10.0	3.0	3.3219280948873626	3.9068905956085187	2.584962500721156	1.5849625007211563	-inf	2.321928094887362	3.3219280948873626	1.5849625007211563	0.3	13.0	3.700439718141092	-1.7369655941662063
NP_005134	19	18	6	2	6	4	19.0	2.0	4.247927513443585	4.169925001442312	2.584962500721156	1.0	2.584962500721156	2.0	4.247927513443585	1.0	0.10526315789473684	21.0	4.392317422778761	-3.2479275134435857
NP_005142	5	7	9	11	18	18	5.0	11.0	2.321928094887362	2.807354922057604	3.1699250014423126	3.4594316186372978	4.169925001442312	4.169925001442312	2.321928094887362	3.4594316186372978	2.2	16.0	4.0	1.1375035237499351
NP_005147	16	17	13	7	11	9	16.0	7.0	4.0	4.08746284125034	3.700439718141092	2.807354922057604	3.4594316186372978	3.1699250014423126	4.0	2.807354922057604	0.4375	23.0	4.523561956057013	-1.1926450779423958
NP_005150	17	18	26	44	56	52	17.0	44.0	4.08746284125034	4.169925001442312	4.700439718141093	5.459431618637297	5.807354922057605	5.700439718141093	4.08746284125034	5.459431618637297	2.588235294117647	61.0	5.930737337562887	1.371968777386958
NP_005156	5	5	1	8	12	7	5.0	8.0	2.321928094887362	2.321928094887362	0.0	3.0	3.5849625007211565	2.807354922057604	2.321928094887362	3.0	1.6	13.0	3.700439718141092	0.6780719051126378
NP_005164	0	0	0	3	3	1	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	1.5849625007211563	0.0		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_005165	10	20	8	9	16	8	10.0	9.0	3.3219280948873626	4.321928094887363	3.0	3.1699250014423126	4.0	3.0	3.3219280948873626	3.1699250014423126	0.9	19.0	4.247927513443585	-0.15200309344504997
NP_005166	3	0	0	24	8	6	3.0	24.0	1.5849625007211563	-inf	-inf	4.584962500721157	3.0	2.584962500721156	1.5849625007211563	4.584962500721157	8.0	27.0	4.754887502163469	3.0
NP_005167	3	0	0	24	8	6	3.0	24.0	1.5849625007211563	-inf	-inf	4.584962500721157	3.0	2.584962500721156	1.5849625007211563	4.584962500721157	8.0	27.0	4.754887502163469	3.0
NP_005172	6	9	7	22	24	37	6.0	22.0	2.584962500721156	3.1699250014423126	2.807354922057604	4.459431618637297	4.584962500721157	5.20945336562895	2.584962500721156	4.459431618637297	3.6666666666666665	28.0	4.807354922057604	1.8744691179161412
NP_005176	116	98	73	0	0	0	116.0	0.0	6.857980995127572	6.614709844115209	6.189824558880018	-inf	-inf	-inf	6.857980995127572		0.0009765625	116.0	6.857980995127572	-10.0
NP_005185	2	2	2	1	1	0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	-inf	1.0	0.0	0.5	3.0	1.5849625007211563	-1.0
NP_005197	17	32	21	18	18	27	17.0	18.0	4.08746284125034	5.0	4.392317422778761	4.169925001442312	4.169925001442312	4.754887502163469	4.08746284125034	4.169925001442312	1.0588235294117647	35.0	5.129283016944966	0.08246216019197297
NP_005198	5	3	4	7	3	6	5.0	7.0	2.321928094887362	1.5849625007211563	2.0	2.807354922057604	1.5849625007211563	2.584962500721156	2.321928094887362	2.807354922057604	1.4	12.0	3.5849625007211565	0.4854268271702417
NP_005204	13	2	3	8	17	7	13.0	8.0	3.700439718141092	1.0	1.5849625007211563	3.0	4.08746284125034	2.807354922057604	3.700439718141092	3.0	0.6153846153846154	21.0	4.392317422778761	-0.7004397181410922
NP_005207	8	2	4	5	9	4	8.0	5.0	3.0	1.0	2.0	2.321928094887362	3.1699250014423126	2.0	3.0	2.321928094887362	0.625	13.0	3.700439718141092	-0.6780719051126377
NP_005222	11	13	15	11	13	5	11.0	11.0	3.4594316186372978	3.700439718141092	3.9068905956085187	3.4594316186372978	3.700439718141092	2.321928094887362	3.4594316186372978	3.4594316186372978	1.0	22.0	4.459431618637297	0.0
NP_005253	2	0	2	10	10	16	2.0	10.0	1.0	-inf	1.0	3.3219280948873626	3.3219280948873626	4.0	1.0	3.3219280948873626	5.0	12.0	3.5849625007211565	2.321928094887362
NP_005262	2	0	0	47	51	47	2.0	47.0	1.0	-inf	-inf	5.554588851677638	5.672425341971496	5.554588851677638	1.0	5.554588851677638	23.5	49.0	5.614709844115208	4.554588851677638
NP_005264	3	13	2	9	1	6	3.0	9.0	1.5849625007211563	3.700439718141092	1.0	3.1699250014423126	0.0	2.584962500721156	1.5849625007211563	3.1699250014423126	3.0	12.0	3.5849625007211565	1.5849625007211563
NP_005304	45	50	40	83	98	117	45.0	83.0	5.491853096329675	5.643856189774724	5.321928094887363	6.375039431346925	6.614709844115209	6.870364719583405	5.491853096329675	6.375039431346925	1.8444444444444446	128.0	7.0	0.8831863350172501
NP_005309	31	34	21	22	24	29	31.0	22.0	4.954196310386876	5.08746284125034	4.392317422778761	4.459431618637297	4.584962500721157	4.857980995127573	4.954196310386876	4.459431618637297	0.7096774193548387	53.0	5.7279204545632	-0.4947646917495779
NP_005310	57	89	37	33	14	28	57.0	33.0	5.832890014164742	6.475733430966398	5.20945336562895	5.044394119358453	3.8073549220576037	4.807354922057604	5.832890014164742	5.044394119358453	0.5789473684210527	90.0	6.491853096329675	-0.7884958948062882
NP_005311	36	57	26	17	9	18	36.0	17.0	5.169925001442312	5.832890014164742	4.700439718141093	4.08746284125034	3.1699250014423126	4.169925001442312	5.169925001442312	4.08746284125034	0.4722222222222222	53.0	5.7279204545632	-1.082462160191973
NP_005312	36	56	26	17	8	18	36.0	17.0	5.169925001442312	5.807354922057605	4.700439718141093	4.08746284125034	3.0	4.169925001442312	5.169925001442312	4.08746284125034	0.4722222222222222	53.0	5.7279204545632	-1.082462160191973
NP_005313	32	36	17	20	12	17	32.0	20.0	5.0	5.169925001442312	4.08746284125034	4.321928094887363	3.5849625007211565	4.08746284125034	5.0	4.321928094887363	0.625	52.0	5.700439718141093	-0.6780719051126377
NP_005315	17	2	12	13	11	14	17.0	13.0	4.08746284125034	1.0	3.5849625007211565	3.700439718141092	3.4594316186372978	3.8073549220576037	4.08746284125034	3.700439718141092	0.7647058823529411	30.0	4.906890595608519	-0.38702312310924736
NP_005316	20	38	17	0	0	0	20.0	0.0	4.321928094887363	5.247927513443585	4.08746284125034	-inf	-inf	-inf	4.321928094887363		0.0009765625	20.0	4.321928094887363	-10.0
NP_005317	21	34	21	3	4	13	21.0	3.0	4.392317422778761	5.08746284125034	4.392317422778761	1.5849625007211563	2.0	3.700439718141092	4.392317422778761	1.5849625007211563	0.14285714285714285	24.0	4.584962500721157	-2.8073549220576046
NP_005318	24	67	28	4	7	7	24.0	4.0	4.584962500721157	6.066089190457772	4.807354922057604	2.0	2.807354922057604	2.807354922057604	4.584962500721157	2.0	0.16666666666666666	28.0	4.807354922057604	-2.584962500721156
NP_005325	9	10	9	0	1	0	9.0	0.0	3.1699250014423126	3.3219280948873626	3.1699250014423126	-inf	0.0	-inf	3.1699250014423126		0.0009765625	9.0	3.1699250014423126	-10.0
NP_005327	7	4	2	0	1	1	7.0	0.0	2.807354922057604	2.0	1.0	-inf	0.0	0.0	2.807354922057604		0.0009765625	7.0	2.807354922057604	-10.0
NP_005330	65	78	53	46	64	65	65.0	46.0	6.022367813028454	6.285402218862249	5.7279204545632	5.523561956057013	6.0	6.022367813028454	6.022367813028454	5.523561956057013	0.7076923076923077	111.0	6.794415866350106	-0.4988058569714416
NP_005331	89	84	69	92	113	113	89.0	92.0	6.475733430966398	6.39231742277876	6.10852445677817	6.523561956057013	6.820178962415189	6.820178962415189	6.475733430966398	6.523561956057013	1.0337078651685394	181.0	7.499845887083206	0.047828525090615234
NP_005333	56	78	52	34	34	29	56.0	34.0	5.807354922057605	6.285402218862249	5.700439718141093	5.08746284125034	5.08746284125034	4.857980995127573	5.807354922057605	5.08746284125034	0.6071428571428571	90.0	6.491853096329675	-0.7198920808072649
NP_005334	5	7	4	7	5	4	5.0	7.0	2.321928094887362	2.807354922057604	2.0	2.807354922057604	2.321928094887362	2.0	2.321928094887362	2.807354922057604	1.4	12.0	3.5849625007211565	0.4854268271702417
NP_005337	47	64	57	57	61	64	47.0	57.0	5.554588851677638	6.0	5.832890014164742	5.832890014164742	5.930737337562887	6.0	5.554588851677638	5.832890014164742	1.2127659574468086	104.0	6.700439718141092	0.2783011624871044
NP_005338	27	43	35	22	34	29	27.0	22.0	4.754887502163469	5.426264754702098	5.129283016944966	4.459431618637297	5.08746284125034	4.857980995127573	4.754887502163469	4.459431618637297	0.8148148148148148	49.0	5.614709844115208	-0.29545588352617136
NP_005339	50	54	42	70	71	62	50.0	70.0	5.643856189774724	5.754887502163469	5.392317422778761	6.129283016944967	6.149747119504682	5.954196310386876	5.643856189774724	6.129283016944967	1.4	120.0	6.906890595608519	0.4854268271702417
NP_005359	55	28	48	58	58	56	55.0	58.0	5.78135971352466	4.807354922057604	5.584962500721157	5.857980995127572	5.857980995127572	5.807354922057605	5.78135971352466	5.857980995127572	1.0545454545454545	113.0	6.820178962415189	0.0766212816029124
NP_005361	10	15	12	18	12	12	10.0	18.0	3.3219280948873626	3.9068905956085187	3.5849625007211565	4.169925001442312	3.5849625007211565	3.5849625007211565	3.3219280948873626	4.169925001442312	1.8	28.0	4.807354922057604	0.8479969065549501
NP_005362	1	5	1	0	0	0	1.0	0.0	0.0	2.321928094887362	0.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_005372	45	58	56	72	75	80	45.0	72.0	5.491853096329675	5.857980995127572	5.807354922057605	6.169925001442312	6.22881869049588	6.321928094887362	5.491853096329675	6.169925001442312	1.6	117.0	6.870364719583405	0.6780719051126378
NP_005380	72	87	71	76	79	86	72.0	76.0	6.169925001442312	6.442943495848729	6.149747119504682	6.247927513443586	6.303780748177103	6.426264754702098	6.169925001442312	6.247927513443586	1.0555555555555556	148.0	7.209453365628949	0.07800251200127317
NP_005381	0	2	3	3	4	3	0.0	3.0	-inf	1.0	1.5849625007211563	1.5849625007211563	2.0	1.5849625007211563		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_005393	12	31	13	14	17	9	12.0	14.0	3.5849625007211565	4.954196310386876	3.700439718141092	3.8073549220576037	4.08746284125034	3.1699250014423126	3.5849625007211565	3.8073549220576037	1.1666666666666667	26.0	4.700439718141093	0.22239242133644802
NP_005403	1	0	0	6	5	7	1.0	6.0	0.0	-inf	-inf	2.584962500721156	2.321928094887362	2.807354922057604	0.0	2.584962500721156	6.0	7.0	2.807354922057604	2.584962500721156
NP_005430	2	12	4	1	0	1	2.0	1.0	1.0	3.5849625007211565	2.0	0.0	-inf	0.0	1.0	0.0	0.5	3.0	1.5849625007211563	-1.0
NP_005434	4	9	4	0	0	0	4.0	0.0	2.0	3.1699250014423126	2.0	-inf	-inf	-inf	2.0		0.0009765625	4.0	2.0	-10.0
NP_005435	6	17	3	0	0	1	6.0	0.0	2.584962500721156	4.08746284125034	1.5849625007211563	-inf	-inf	0.0	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_005442	0	0	1	7	2	4	0.0	7.0	-inf	-inf	0.0	2.807354922057604	1.0	2.0		2.807354922057604	1024.0	7.0	2.807354922057604	10.0
NP_005461	1	5	4	0	2	0	1.0	0.0	0.0	2.321928094887362	2.0	-inf	1.0	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_005462	4	22	3	0	0	1	4.0	0.0	2.0	4.459431618637297	1.5849625007211563	-inf	-inf	0.0	2.0		0.0009765625	4.0	2.0	-10.0
NP_005485	12	29	16	0	1	3	12.0	0.0	3.5849625007211565	4.857980995127573	4.0	-inf	0.0	1.5849625007211563	3.5849625007211565		0.0009765625	12.0	3.5849625007211565	-10.0
NP_005498	357	349	276	268	317	306	357.0	268.0	8.479780264029099	8.447083226209653	8.108524456778168	8.066089190457772	8.308339030139408	8.257387842692651	8.479780264029099	8.066089190457772	0.7507002801120448	625.0	9.287712379549449	-0.4136910735713273
NP_005508	28	44	37	37	45	37	28.0	37.0	4.807354922057604	5.459431618637297	5.20945336562895	5.20945336562895	5.491853096329675	5.20945336562895	4.807354922057604	5.20945336562895	1.3214285714285714	65.0	6.022367813028454	0.40209844357134567
